elapsed_s,uptime_ms,cell_v1,cell_v2,cell_v3,cell_v4,cell_v5,cell_v6,cell_v7,cell_vf1,cell_vf2,cell_vf3,cell_vf4,cell_vf5,cell_vf6,cell_vf7,pack_voltage_mv,pack_voltage_filtered_mv,current_ma,current_filtered_ma,temperature_c,fet_status,fet_main_enabled,commanded_fet_state,learning_status,stop_reason
1312.28,1356915,3354.967529296875,3416.95751953125,3424.073974609375,3427.103515625,3422.61083984375,3429.740478515625,3462.736083984375,3354.992919921875,3416.93701171875,3424.074951171875,3427.074951171875,3422.682373046875,3429.786865234375,3462.79248046875,23938.32421875,23938.322265625,-2105.8359375,-2103.310791015625,39.79736328125,1,True,ON,0,
1312.33,1356967,3355.021728515625,3416.9033203125,3424.092041015625,3427.12548828125,3422.701416015625,3429.643310546875,3462.847900390625,3354.98583984375,3416.88525390625,3424.0634765625,3427.133544921875,3422.68310546875,3429.780517578125,3462.797119140625,23938.330078125,23938.353515625,-2103.913818359375,-2102.90185546875,39.79736328125,1,True,ON,0,
1312.38,1357017,3355.045166015625,3417.0009765625,3424.029541015625,3427.025390625,3422.713134765625,3429.848388671875,3462.8271484375,3354.99169921875,3416.936767578125,3424.088623046875,3427.054931640625,3422.67138671875,3429.850341796875,3462.748779296875,23938.359375,23938.345703125,-2104.258056640625,-2102.723388671875,39.79736328125,1,True,ON,0,
1312.43,1357068,3354.94189453125,3416.936279296875,3423.948486328125,3426.934814453125,3422.622314453125,3429.92138671875,3462.63037109375,3355.01123046875,3416.92822265625,3424.0654296875,3427.062255859375,3422.662841796875,3429.8955078125,3462.732421875,23938.341796875,23938.34765625,-2104.1552734375,-2103.197998046875,39.79736328125,1,True,ON,0,
1312.48,1357120,3354.956787109375,3416.9619140625,3423.9091796875,3427.094482421875,3422.715087890625,3430.26220703125,3462.453369140625,3355.00146484375,3416.912841796875,3424.041015625,3427.07080078125,3422.708984375,3430.0458984375,3462.63427734375,23938.375,23938.359375,-2102.836669921875,-2102.931396484375,39.79736328125,1,True,ON,0,
1312.53,1357170,3354.991943359375,3416.79541015625,3424.134521484375,3427.06494140625,3422.703857421875,3429.73193359375,3462.64501953125,3354.9794921875,3416.897216796875,3424.058349609375,3427.09326171875,3422.7177734375,3429.87841796875,3462.740966796875,23938.365234375,23938.3828125,-2101.01708984375,-2103.159912109375,39.79736328125,1,True,ON,0,
1312.58,1357221,3354.984619140625,3416.8623046875,3424.0234375,3427.158447265625,3422.70068359375,3429.82470703125,3462.648193359375,3355.001953125,3416.924072265625,3424.02783203125,3427.090576171875,3422.73681640625,3429.82421875,3462.76416015625,23938.357421875,23938.35546875,-2101.03515625,-2103.16796875,39.79736328125,1,True,ON,0,
1312.63,1357273,3354.95361328125,3416.885498046875,3424.053466796875,3427.062744140625,3422.6552734375,3429.738525390625,3462.7978515625,3354.97314453125,3416.89404296875,3424.041015625,3427.08544921875,3422.71240234375,3429.7490234375,3462.776123046875,23938.251953125,23938.26953125,-2104.124267578125,-2102.91064453125,39.79736328125,1,True,ON,0,
1312.68,1357324,3354.855712890625,3416.87890625,3424.01611328125,3427.02099609375,3422.616943359375,3429.686767578125,3462.8154296875,3354.9560546875,3416.904052734375,3424.061767578125,3427.040283203125,3422.687255859375,3429.765625,3462.802490234375,23938.240234375,23938.267578125,-2102.366943359375,-2103.04248046875,39.79736328125,1,True,ON,0,
1312.74,1357375,3354.97705078125,3416.9111328125,3423.962158203125,3427.115478515625,3422.68017578125,3429.782470703125,3462.830322265625,3355.00439453125,3416.931884765625,3424.04248046875,3427.10546875,3422.74365234375,3429.807373046875,3462.809326171875,23938.443359375,23938.37890625,-2104.164306640625,-2103.19091796875,39.79736328125,1,True,ON,0,
