elapsed_s,uptime_ms,cell_v1,cell_v2,cell_v3,cell_v4,cell_v5,cell_v6,cell_v7,cell_vf1,cell_vf2,cell_vf3,cell_vf4,cell_vf5,cell_vf6,cell_vf7,pack_voltage_mv,pack_voltage_filtered_mv,current_ma,current_filtered_ma,temperature_c,fet_status,fet_main_enabled,commanded_fet_state,learning_status,segment_type,target_pct,segment_coulomb_mah,stop_reason
61.55,171972,3183.958251953125,3218.6435546875,3265.00048828125,3273.857666015625,3255.06298828125,3341.1943359375,3407.4375,3183.939697265625,3218.679931640625,3264.938232421875,3273.93310546875,3255.10400390625,3341.3349609375,3407.337890625,22945.232421875,22945.267578125,-8.867247581481934,-8.932256698608398,29.706878662109375,0,False,OFF,0,REST,2,0.000,
61.60,172024,3183.850830078125,3218.66259765625,3264.845703125,3273.911865234375,3255.09814453125,3341.257080078125,3407.451904296875,3183.90625,3218.690673828125,3264.897216796875,3273.927978515625,3255.05712890625,3341.273193359375,3407.447509765625,22945.21484375,22945.23046875,-8.201166152954102,-8.92281436920166,29.706878662109375,0,False,OFF,0,REST,2,0.000,
61.66,172075,3183.971923828125,3218.7294921875,3264.885009765625,3273.955810546875,3255.085693359375,3341.23974609375,3407.569091796875,3183.936767578125,3218.678466796875,3264.89453125,3273.93408203125,3255.110107421875,3341.227294921875,3407.484375,22945.265625,22945.244140625,-8.818073272705078,-8.841771125793457,29.706878662109375,0,False,OFF,0,REST,2,0.000,
61.71,172126,3183.953857421875,3218.630615234375,3264.906982421875,3274.0361328125,3255.1435546875,3341.263427734375,3407.4697265625,3183.95849609375,3218.64404296875,3264.909423828125,3273.937255859375,3255.1259765625,3341.17041015625,3407.493896484375,22945.240234375,22945.240234375,-8.724196434020996,-8.982771873474121,29.706878662109375,0,False,OFF,0,REST,2,0.000,
61.76,172177,3184.00634765625,3218.622314453125,3264.899658203125,3273.965576171875,3255.040283203125,3341.0791015625,3407.697998046875,3183.966552734375,3218.646240234375,3264.916015625,3273.9228515625,3255.088134765625,3341.088623046875,3407.6171875,22945.24609375,22945.25,-8.773370742797852,-8.89363956451416,29.706878662109375,0,False,OFF,0,REST,2,0.000,
61.81,172228,3183.951904296875,3218.61376953125,3264.98486328125,3273.8349609375,3255.08056640625,3341.13525390625,3407.67822265625,3183.955078125,3218.643310546875,3264.953125,3273.87451171875,3255.12158203125,3341.1015625,3407.63134765625,22945.306640625,22945.28125,-9.33216381072998,-8.948274612426758,29.706878662109375,0,False,OFF,0,REST,2,0.000,
61.86,172280,3183.870849609375,3218.724853515625,3264.893310546875,3273.965576171875,3255.148681640625,3341.285888671875,3407.515869140625,3183.904541015625,3218.704345703125,3264.884521484375,3273.895751953125,3255.127197265625,3341.142578125,3407.5869140625,22945.24609375,22945.27734375,-8.581145286560059,-8.946561813354492,29.706878662109375,0,False,OFF,0,REST,2,0.000,
61.91,172331,3183.882568359375,3218.70068359375,3264.939208984375,3273.823974609375,3255.07958984375,3341.21044921875,3407.406005859375,3183.936767578125,3218.68505859375,3264.895751953125,3273.841064453125,3255.141845703125,3341.188720703125,3407.46435546875,22945.154296875,22945.1875,-8.54985237121582,-9.063246726989746,29.706878662109375,0,False,OFF,0,REST,2,0.000,
61.96,172381,3183.869873046875,3218.64892578125,3264.932861328125,3273.965576171875,3255.103271484375,3341.29345703125,3407.4560546875,3183.915771484375,3218.667724609375,3264.92138671875,3273.882080078125,3255.095703125,3341.239013671875,3407.47265625,22945.173828125,22945.16796875,-9.363456726074219,-8.970829963684082,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.01,172432,3183.979736328125,3218.684814453125,3264.824951171875,3274.011962890625,3255.191162109375,3341.089111328125,3407.55224609375,3183.943603515625,3218.69384765625,3264.88427734375,3273.928955078125,3255.11083984375,3341.222900390625,3407.502685546875,22945.255859375,22945.25,-8.992417335510254,-8.807364463806152,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.07,172483,3183.92431640625,3218.698486328125,3264.842529296875,3273.92822265625,3255.191162109375,3341.20849609375,3407.363037109375,3183.926513671875,3218.70166015625,3264.89013671875,3273.954833984375,3255.0986328125,3341.243896484375,3407.396484375,22945.181640625,22945.189453125,-9.077354431152344,-9.034113883972168,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.11,172534,3183.9091796875,3218.613037109375,3264.898681640625,3273.936279296875,3255.030029296875,3341.3076171875,3407.426025390625,3183.927001953125,3218.69970703125,3264.885498046875,3273.928955078125,3255.02685546875,3341.27294921875,3407.45947265625,22945.201171875,22945.21875,-9.251697540283203,-9.121253967285156,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.17,172585,3183.988037109375,3218.758056640625,3264.8330078125,3273.85205078125,3255.08056640625,3341.227783203125,3407.451904296875,3183.940673828125,3218.72900390625,3264.86962890625,3273.918212890625,3255.0556640625,3341.17578125,3407.54052734375,22945.181640625,22945.205078125,-8.965595245361328,-8.957976341247559,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.21,172636,3183.99462890625,3218.759033203125,3264.962890625,3273.967041015625,3255.09814453125,3341.381103515625,3407.507568359375,3183.954833984375,3218.720458984375,3264.902099609375,3273.927978515625,3255.091552734375,3341.211181640625,3407.529296875,22945.302734375,22945.263671875,-9.662969589233398,-8.990620613098145,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.27,172687,3183.93359375,3218.707275390625,3264.85595703125,3273.942626953125,3255.10009765625,3341.391845703125,3407.3349609375,3183.9560546875,3218.705810546875,3264.888916015625,3273.974853515625,3255.0341796875,3341.2490234375,3407.533935546875,22945.333984375,22945.314453125,-9.564621925354004,-9.12437915802002,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.32,172738,3183.8486328125,3218.720947265625,3264.907958984375,3273.951171875,3254.992919921875,3341.22900390625,3407.479248046875,3183.923828125,3218.73876953125,3264.88037109375,3273.964111328125,3255.0234375,3341.26416015625,3407.511962890625,22945.306640625,22945.33984375,-8.523031234741211,-9.050369262695312,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.37,172790,3183.9677734375,3218.815185546875,3264.7978515625,3273.941650390625,3255.02880859375,3341.25048828125,3407.582763671875,3183.95703125,3218.785400390625,3264.852783203125,3273.9453125,3255.069580078125,3341.213623046875,3407.54833984375,22945.37109375,22945.36328125,-8.934303283691406,-9.132635116577148,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.42,172840,3184.014892578125,3218.68798828125,3264.852783203125,3273.91943359375,3255.11865234375,3341.19775390625,3407.493896484375,3183.953857421875,3218.736328125,3264.8828125,3273.953125,3255.129638671875,3341.223876953125,3407.525390625,22945.37109375,22945.39453125,-8.827014923095703,-8.86861801147461,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.47,172891,3183.955078125,3218.694580078125,3264.9140625,3273.9580078125,3255.036376953125,3341.1103515625,3407.537841796875,3183.95458984375,3218.70703125,3264.923583984375,3273.908935546875,3255.1201171875,3341.16455078125,3407.50244140625,22945.28125,22945.298828125,-9.055002212524414,-8.793756484985352,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.52,172942,3183.90625,3218.773681640625,3264.896484375,3273.938232421875,3255.086669921875,3341.141357421875,3407.568359375,3183.91455078125,3218.732177734375,3264.888671875,3273.90771484375,3255.11083984375,3341.15673828125,3407.515380859375,22945.2265625,22945.21875,-9.068412780761719,-9.00373649597168,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.58,172993,3183.9296875,3218.67529296875,3264.84033203125,3273.86328125,3255.207763671875,3341.211669921875,3407.451904296875,3183.9111328125,3218.732421875,3264.889404296875,3273.92822265625,3255.14453125,3341.138916015625,3407.49267578125,22945.224609375,22945.248046875,-8.934303283691406,-9.07119369506836,29.706878662109375,0,False,OFF,0,REST,2,0.000,
62.62,173044,3183.82177734375,3218.6708984375,3264.849609375,3274.062744140625,3255.119873046875,3341.25390625,3407.427978515625,3183.8994140625,3218.72509765625,3264.896484375,3273.950927734375,3255.1083984375,3341.254638671875,3407.44775390625,22945.267578125,22945.2734375,-8.920891761779785,-8.973505973815918,29.683990478515625,0,False,OFF,0,REST,2,0.000,
62.67,173095,3183.981689453125,3218.696533203125,3264.869384765625,3273.859130859375,3255.099365234375,3341.212890625,3407.47607421875,3183.9462890625,3218.71923828125,3264.86962890625,3273.91064453125,3255.088623046875,3341.255615234375,3407.4736328125,22945.26171875,22945.26171875,-8.938773155212402,-9.034887313842773,29.683990478515625,0,False,OFF,0,REST,2,0.000,
62.72,173146,3183.910400390625,3218.733642578125,3264.76953125,3273.975830078125,3255.05078125,3341.248291015625,3407.479248046875,3183.896484375,3218.7392578125,3264.87255859375,3273.9345703125,3255.083740234375,3341.25341796875,3407.492431640625,22945.271484375,22945.24609375,-8.818073272705078,-9.068962097167969,29.683990478515625,0,False,OFF,0,REST,2,0.000,
62.78,173198,3183.90185546875,3218.773681640625,3264.835205078125,3273.955810546875,3255.075439453125,3341.28076171875,3407.49609375,3183.906005859375,3218.7451171875,3264.8994140625,3273.890625,3255.115234375,3341.22802734375,3407.45751953125,22945.2421875,22945.234375,-8.098347663879395,-8.950464248657227,29.683990478515625,0,False,OFF,0,REST,2,0.000,
62.83,173249,3183.958251953125,3218.728271484375,3264.857177734375,3273.93701171875,3255.082763671875,3341.38525390625,3407.4853515625,3183.92578125,3218.724365234375,3264.86767578125,3273.9267578125,3255.0908203125,3341.280517578125,3407.44189453125,22945.2421875,22945.236328125,-8.903010368347168,-8.80862808227539,29.683990478515625,0,False,OFF,0,REST,2,0.000,
62.88,173301,3184.02880859375,3218.84814453125,3264.872802734375,3273.885498046875,3255.17041015625,3341.215087890625,3407.48779296875,3183.9345703125,3218.758544921875,3264.864990234375,3273.9169921875,3255.093017578125,3341.26025390625,3407.48095703125,22945.29296875,22945.259765625,-8.840425491333008,-8.902120590209961,29.683990478515625,0,False,OFF,0,REST,2,0.000,
62.93,173351,3183.8837890625,3218.733642578125,3264.8154296875,3273.81494140625,3255.071044921875,3341.299072265625,3407.56298828125,3183.89111328125,3218.738525390625,3264.8623046875,3273.8603515625,3255.08154296875,3341.266357421875,3407.516357421875,22945.21484375,22945.216796875,-8.406801223754883,-8.909686088562012,29.683990478515625,0,False,OFF,0,REST,2,0.000,
62.98,173402,3183.89453125,3218.747314453125,3264.812255859375,3273.99658203125,3255.04541015625,3341.246337890625,3407.574462890625,3183.921142578125,3218.7509765625,3264.859619140625,3273.871337890625,3255.06689453125,3341.217529296875,3407.513427734375,22945.19921875,22945.1953125,-8.965595245361328,-9.160186767578125,29.683990478515625,0,False,OFF,0,REST,2,0.000,
63.03,173453,3183.94140625,3218.751708984375,3264.8623046875,3273.92724609375,3254.942138671875,3341.33251953125,3407.427978515625,3183.91748046875,3218.72705078125,3264.8642578125,3273.927734375,3255.021728515625,3341.283447265625,3407.441650390625,22945.193359375,22945.181640625,-9.238286972045898,-9.097457885742188,29.683990478515625,0,False,OFF,0,REST,2,0.000,
63.08,173504,3183.852783203125,3218.664794921875,3264.881103515625,3274.0888671875,3255.02685546875,3341.279541015625,3407.50341796875,3183.8984375,3218.7509765625,3264.8955078125,3273.94873046875,3255.006103515625,3341.247314453125,3407.5224609375,22945.2890625,22945.23828125,-8.862777709960938,-9.099124908447266,29.683990478515625,0,False,OFF,0,REST,2,0.000,
63.14,173555,3183.955078125,3218.641357421875,3264.859130859375,3274.03955078125,3254.976318359375,3341.27734375,3407.578857421875,3183.92919921875,3218.723388671875,3264.8935546875,3273.958251953125,3255.050537109375,3341.251220703125,3407.522216796875,22945.328125,22945.30859375,-8.809133529663086,-8.952975273132324,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.18,173605,3183.925537109375,3218.75048828125,3264.87353515625,3273.92822265625,3255.0888671875,3341.217041015625,3407.61865234375,3183.912353515625,3218.737548828125,3264.90576171875,3273.951904296875,3255.065673828125,3341.174560546875,3407.580322265625,22945.36328125,22945.310546875,-9.314282417297363,-9.014142036437988,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.23,173656,3183.86865234375,3218.6953125,3264.916015625,3273.968994140625,3255.06298828125,3341.30419921875,3407.421630859375,3183.9013671875,3218.722900390625,3264.9140625,3273.95361328125,3255.029541015625,3341.28857421875,3407.45947265625,22945.26953125,22945.296875,-9.300870895385742,-9.107152938842773,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.29,173707,3183.839111328125,3218.7177734375,3264.80908203125,3274.0009765625,3255.0517578125,3341.061767578125,3407.538818359375,3183.915771484375,3218.740966796875,3264.859375,3273.971923828125,3255.010009765625,3341.2353515625,3407.48046875,22945.228515625,22945.25390625,-9.037120819091797,-8.936653137207031,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.34,173758,3183.893310546875,3218.776123046875,3264.842529296875,3273.95458984375,3254.962890625,3341.238525390625,3407.4970703125,3183.9111328125,3218.736572265625,3264.90087890625,3273.9775390625,3254.98583984375,3341.297607421875,3407.468994140625,22945.27734375,22945.28515625,-8.84489631652832,-8.880518913269043,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.39,173810,3183.917724609375,3218.67529296875,3264.861083984375,3273.985595703125,3255.1064453125,3341.203125,3407.42919921875,3183.90380859375,3218.731201171875,3264.855224609375,3273.97705078125,3255.01904296875,3341.2783203125,3407.46044921875,22945.2265625,22945.224609375,-8.621377944946289,-8.897238731384277,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.44,173861,3183.896484375,3218.853515625,3264.98876953125,3273.911865234375,3254.94140625,3341.27734375,3407.55029296875,3183.91259765625,3218.74853515625,3264.92431640625,3273.931640625,3255.00048828125,3341.305419921875,3407.529541015625,22945.330078125,22945.326171875,-8.371038436889648,-8.821518898010254,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.49,173912,3183.908447265625,3218.6806640625,3264.915283203125,3273.9931640625,3255.031982421875,3341.3271484375,3407.459228515625,3183.90771484375,3218.745361328125,3264.908935546875,3273.93701171875,3255.031005859375,3341.272705078125,3407.531005859375,22945.30859375,22945.328125,-9.005828857421875,-8.919224739074707,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.54,173962,3183.90283203125,3218.805908203125,3264.869384765625,3274.02099609375,3254.9775390625,3341.248291015625,3407.547119140625,3183.893798828125,3218.729736328125,3264.86376953125,3273.9951171875,3255.00048828125,3341.26806640625,3407.476806640625,22945.2265625,22945.25390625,-8.728666305541992,-8.738874435424805,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.59,174013,3183.815673828125,3218.739990234375,3264.80517578125,3273.984619140625,3255.05078125,3341.163330078125,3407.5576171875,3183.87353515625,3218.73974609375,3264.85546875,3273.941162109375,3255.008544921875,3341.2373046875,3407.504150390625,22945.18359375,22945.1640625,-8.987947463989258,-8.999947547912598,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.64,174064,3183.96142578125,3218.7783203125,3264.7958984375,3273.998779296875,3254.930908203125,3341.22998046875,3407.458251953125,3183.87548828125,3218.726318359375,3264.86767578125,3273.970947265625,3254.97802734375,3341.276611328125,3407.51123046875,22945.203125,22945.1875,-9.452863693237305,-9.001707077026367,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.70,174115,3183.869873046875,3218.66162109375,3264.806396484375,3274.010986328125,3254.875244140625,3341.288330078125,3407.40185546875,3183.8994140625,3218.68408203125,3264.900146484375,3273.9619140625,3254.979736328125,3341.313720703125,3407.451416015625,22945.189453125,22945.181640625,-9.229345321655273,-8.950879096984863,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.75,174166,3183.970947265625,3218.7421875,3265.00244140625,3273.981201171875,3254.97216796875,3341.279541015625,3407.4423828125,3183.8974609375,3218.700927734375,3264.929443359375,3273.950439453125,3254.99560546875,3341.311767578125,3407.44287109375,22945.23046875,22945.20703125,-8.648200988769531,-8.814375877380371,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.80,174217,3183.856201171875,3218.59912109375,3264.931884765625,3273.9765625,3254.967041015625,3341.165283203125,3407.48779296875,3183.90966796875,3218.685546875,3264.9189453125,3273.970947265625,3254.9814453125,3341.2666015625,3407.410400390625,22945.142578125,22945.17578125,-8.496208190917969,-8.806243896484375,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.85,174269,3183.880615234375,3218.722900390625,3264.923583984375,3273.925048828125,3254.997802734375,3341.44482421875,3407.51904296875,3183.890625,3218.7099609375,3264.929443359375,3273.929443359375,3255.0126953125,3341.3447265625,3407.43505859375,22945.251953125,22945.21484375,-8.585615158081055,-8.842466354370117,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.90,174320,3183.870849609375,3218.7412109375,3264.89013671875,3273.94580078125,3255.01025390625,3341.367919921875,3407.4833984375,3183.885986328125,3218.685791015625,3264.9033203125,3273.950439453125,3255.015869140625,3341.361572265625,3407.416259765625,22945.251953125,22945.212890625,-9.001358032226562,-8.906901359558105,29.706878662109375,0,False,OFF,0,REST,2,0.000,
63.95,174371,3183.87939453125,3218.72607421875,3264.899658203125,3273.941650390625,3255.00830078125,3341.382080078125,3407.38818359375,3183.882080078125,3218.71435546875,3264.911865234375,3273.93798828125,3255.020751953125,3341.331787109375,3407.392578125,22945.19140625,22945.1875,-7.5261430740356445,-8.705366134643555,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.01,174422,3184.004150390625,3218.702880859375,3264.899658203125,3273.967041015625,3254.98876953125,3341.41748046875,3407.300537109375,3183.940185546875,3218.7236328125,3264.900390625,3273.934814453125,3254.994873046875,3341.352294921875,3407.32861328125,22945.173828125,22945.146484375,-8.911951065063477,-8.894254684448242,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.06,174473,3183.854736328125,3218.702880859375,3264.865234375,3273.923828125,3254.942138671875,3341.37451171875,3407.29736328125,3183.89453125,3218.700439453125,3264.931396484375,3273.931640625,3254.99951171875,3341.3623046875,3407.352294921875,22945.171875,22945.171875,-8.777840614318848,-8.659258842468262,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.10,174524,3183.87744140625,3218.721923828125,3264.92236328125,3273.94580078125,3255.052734375,3341.21826171875,3407.4853515625,3183.8779296875,3218.689208984375,3264.910400390625,3273.9609375,3255.018310546875,3341.286376953125,3407.427001953125,22945.171875,22945.169921875,-8.987947463989258,-8.866466522216797,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.15,174574,3183.859375,3218.715576171875,3264.85791015625,3273.99658203125,3255.02587890625,3341.391845703125,3407.28564453125,3183.864990234375,3218.6796875,3264.870849609375,3273.962158203125,3255.016357421875,3341.314208984375,3407.374755859375,22945.083984375,22945.11328125,-8.478326797485352,-8.662160873413086,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.20,174625,3183.8037109375,3218.72412109375,3264.917236328125,3273.861083984375,3254.97314453125,3341.29150390625,3407.3505859375,3183.856201171875,3218.68359375,3264.885009765625,3273.94384765625,3254.9912109375,3341.29443359375,3407.408935546875,22945.15625,22945.09375,-8.7197265625,-9.00319766998291,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.25,174675,3183.898681640625,3218.755859375,3264.819580078125,3273.998779296875,3255.030029296875,3341.331298828125,3407.337158203125,3183.8955078125,3218.708251953125,3264.875732421875,3273.960693359375,3255.00634765625,3341.3408203125,3407.395751953125,22945.185546875,22945.16015625,-8.835954666137695,-8.960105895996094,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.30,174726,3183.845458984375,3218.665771484375,3264.896484375,3273.972412109375,3255.017822265625,3341.31298828125,3407.311767578125,3183.841796875,3218.69482421875,3264.900634765625,3273.970947265625,3255.02099609375,3341.332275390625,3407.34228515625,22945.103515625,22945.109375,-8.438094139099121,-8.855215072631836,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.36,174777,3183.919921875,3218.565185546875,3264.985595703125,3273.916259765625,3255.038330078125,3341.163330078125,3407.3662109375,3183.870361328125,3218.663330078125,3264.9140625,3273.937744140625,3255.019775390625,3341.221435546875,3407.314453125,22944.94921875,22944.962890625,-8.25928020477295,-8.824854850769043,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.41,174828,3183.8857421875,3218.691162109375,3264.857177734375,3273.990966796875,3255.086669921875,3341.14599609375,3407.300537109375,3183.85205078125,3218.69677734375,3264.88720703125,3273.947998046875,3255.044677734375,3341.186279296875,3407.353515625,22944.9921875,22944.986328125,-8.241398811340332,-8.88439655303955,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.46,174879,3183.850830078125,3218.641357421875,3264.876708984375,3273.95703125,3255.071044921875,3341.22900390625,3407.345458984375,3183.887939453125,3218.6767578125,3264.8876953125,3273.943115234375,3255.0478515625,3341.200927734375,3407.39013671875,22945.01953125,22945.02734375,-8.308454513549805,-8.645044326782227,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.51,174930,3183.898681640625,3218.6318359375,3264.906982421875,3273.938232421875,3254.985595703125,3341.12109375,3407.46240234375,3183.86962890625,3218.657958984375,3264.90625,3273.943115234375,3255.069580078125,3341.0927734375,3407.5009765625,22945.0390625,22945.0546875,-8.339746475219727,-8.679067611694336,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.56,174982,3183.95947265625,3218.724853515625,3264.848876953125,3273.938232421875,3255.031005859375,3341.2666015625,3407.5244140625,3183.880859375,3218.67919921875,3264.8701171875,3273.94091796875,3255.0546875,3341.218505859375,3407.458251953125,22945.103515625,22945.0546875,-8.29951286315918,-8.746807098388672,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.61,175032,3183.9296875,3218.751708984375,3264.837158203125,3273.91943359375,3255.099365234375,3341.119140625,3407.59326171875,3183.89306640625,3218.69384765625,3264.8857421875,3273.940673828125,3255.01611328125,3341.126708984375,3407.548583984375,22945.10546875,22945.0703125,-8.974535942077637,-8.944159507751465,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.66,175083,3183.957275390625,3218.73876953125,3264.8330078125,3273.99658203125,3254.96484375,3341.3291015625,3407.47412109375,3183.906982421875,3218.7119140625,3264.855224609375,3274.005126953125,3254.994873046875,3341.2685546875,3407.472900390625,22945.21484375,22945.169921875,-8.74654769897461,-8.706620216369629,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.72,175134,3183.9189453125,3218.621337890625,3264.80810546875,3273.967041015625,3254.934814453125,3341.349609375,3407.440673828125,3183.8759765625,3218.683349609375,3264.87255859375,3273.96484375,3254.96728515625,3341.3349609375,3407.42431640625,22945.123046875,22945.1484375,-8.751018524169922,-8.7293062210083,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.76,175184,3183.8857421875,3218.71875,3264.927734375,3274.016357421875,3254.99462890625,3341.38525390625,3407.286865234375,3183.899169921875,3218.71435546875,3264.89306640625,3273.9609375,3255.011962890625,3341.355224609375,3407.38134765625,22945.203125,22945.17578125,-8.500679016113281,-8.71650505065918,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.82,175235,3184.011474609375,3218.67529296875,3264.883056640625,3274.066162109375,3255.003173828125,3341.337646484375,3407.423828125,3183.9130859375,3218.70849609375,3264.835693359375,3274.008056640625,3255.008056640625,3341.34130859375,3407.333251953125,22945.1484375,22945.146484375,-9.211463928222656,-8.870100021362305,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.86,175285,3183.8369140625,3218.773681640625,3264.814453125,3273.912841796875,3255.00927734375,3341.200927734375,3407.583984375,3183.883056640625,3218.71630859375,3264.8330078125,3273.95654296875,3255.007568359375,3341.279052734375,3407.392333984375,22945.080078125,22945.103515625,-8.880659103393555,-8.839341163635254,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.92,175337,3183.826416015625,3218.665771484375,3264.85986328125,3273.84228515625,3254.976318359375,3341.203125,3407.51806640625,3183.88720703125,3218.687744140625,3264.9091796875,3273.909912109375,3254.99169921875,3341.179931640625,3407.488525390625,22945.009765625,22945.06640625,-8.777840614318848,-8.783782958984375,29.706878662109375,0,False,OFF,0,REST,2,0.000,
64.97,175387,3183.86669921875,3218.74853515625,3264.849609375,3274.010009765625,3254.956787109375,3341.31201171875,3407.309814453125,3183.87451171875,3218.6884765625,3264.871826171875,3273.93310546875,3254.97021484375,3341.264892578125,3407.3896484375,22944.9921875,22945.017578125,-8.169873237609863,-8.712818145751953,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.02,175439,3183.849609375,3218.7412109375,3264.898681640625,3273.9765625,3254.95458984375,3341.238525390625,3407.392333984375,3183.87255859375,3218.6904296875,3264.888427734375,3273.933349609375,3255.008544921875,3341.25732421875,3407.380615234375,22945.03125,22945.03515625,-8.29951286315918,-8.626914978027344,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.07,175489,3183.815673828125,3218.68701171875,3264.910888671875,3273.94580078125,3254.995849609375,3341.0595703125,3407.500244140625,3183.880126953125,3218.675537109375,3264.8916015625,3273.9326171875,3255.001953125,3341.183837890625,3407.456787109375,22945.0234375,22945.037109375,-8.630319595336914,-8.772412300109863,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.12,175540,3183.824462890625,3218.63818359375,3264.867431640625,3273.990966796875,3254.992919921875,3341.31201171875,3407.34765625,3183.883056640625,3218.659912109375,3264.904296875,3273.92626953125,3255.0146484375,3341.19970703125,3407.4716796875,22945.07421875,22945.056640625,-9.077354431152344,-8.9812593460083,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.17,175591,3183.945556640625,3218.645751953125,3264.935791015625,3273.880126953125,3255.007568359375,3341.335693359375,3407.37353515625,3183.869384765625,3218.6669921875,3264.88916015625,3273.871337890625,3255.038818359375,3341.235595703125,3407.394775390625,22944.966796875,22944.984375,-8.679492950439453,-8.831058502197266,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.22,175642,3183.800537109375,3218.630615234375,3264.851806640625,3273.87109375,3254.9775390625,3341.420654296875,3407.229248046875,3183.840576171875,3218.66357421875,3264.898681640625,3273.870361328125,3255.005859375,3341.3125,3407.302490234375,22944.892578125,22944.90234375,-8.455975532531738,-8.847485542297363,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.27,175692,3183.837890625,3218.665771484375,3264.85400390625,3273.851318359375,3254.995849609375,3341.238525390625,3407.477294921875,3183.869873046875,3218.67724609375,3264.88525390625,3273.903564453125,3255.011474609375,3341.2861328125,3407.371826171875,22944.98828125,22944.98046875,-9.068412780761719,-8.995479583740234,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.32,175743,3183.93359375,3218.79931640625,3264.906982421875,3273.8984375,3254.993896484375,3341.1923828125,3407.449951171875,3183.871337890625,3218.672119140625,3264.917724609375,3273.90966796875,3255.0400390625,3341.205322265625,3407.385009765625,22945.001953125,22944.984375,-9.028180122375488,-8.857504844665527,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.37,175794,3183.915771484375,3218.613037109375,3264.9462890625,3273.959228515625,3255.033203125,3341.29052734375,3407.394287109375,3183.89306640625,3218.6474609375,3264.888671875,3273.941162109375,3255.035400390625,3341.24609375,3407.381591796875,22945.064453125,22945.005859375,-8.39786148071289,-8.645111083984375,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.43,175845,3183.91162109375,3218.60546875,3264.85986328125,3273.925048828125,3254.995849609375,3341.1005859375,3407.610107421875,3183.895263671875,3218.67724609375,3264.92431640625,3273.924560546875,3255.02099609375,3341.14501953125,3407.518798828125,22945.11328125,22945.08203125,-8.7197265625,-8.877516746520996,29.706878662109375,0,False,OFF,0,REST,2,0.000,
65.48,175896,3183.880615234375,3218.7421875,3264.84033203125,3273.932861328125,3254.997802734375,3341.272216796875,3407.390380859375,3183.892578125,3218.71337890625,3264.879638671875,3273.900390625,3255.00732421875,3341.25830078125,3407.40966796875,22945.044921875,22945.0546875,-9.46627426147461,-9.062915802001953,29.706878662109375,0,False,OFF,0,REST,2,0.000,
